FID,id,status,driftsplan_navn,arbejdssted_navn,arbejdssted_id,tekst_id,driftsbydel,byrumstype,underordnet_byrumstype,stednavn,underordnet_stednavn,kgb_kategori,geoobjekttypeid,puma_geoobjektid,toemningsmetode,toemningsansvarlig,toemningsansvarlig_navn,driftsansvarlig,toemningsfrekvens_lavsaeson,toemningsfrekvens_hoejsaeson,type,har_sensor,kommentar,oprettet,pantholder,wkb_geometry
affaldskurve_puma.7463,7463,IDrift,Assistens Kirkegård,Assistens Kirkegård,3034,Assis_Assis_3034,Nørrebro,Kirkegårde,Kirkegårde,Assistens Kirkegård,Assistens Kirkegård,12.2.15 Bikab,fe57737a-be39-47b4-868b-6932f2b8e3ce,01e7341f-05a6-46bf-8838-fb963af4aa82,Manuel,TMF,TMF,,G (2 ugentlige hverdagstømninger),G (2 ugentlige hverdagstømninger),Bikab,FALSE,,2018-08-27T14:02:53.245,FALSE,MULTIPOINT ((12.550334672684551 55.69312775582784))
affaldskurve_puma.7464,7464,IDrift,Bydækkende drift,,,,Indre By,Gader og pladser,Gade med grønt,Øster Farimagsgade,,12.2.3 Richard Müller T5,a591f7eb-3cae-4aa3-bedf-a907000222ee,02143692-6c14-479f-80be-ff9a69a88926,Manuel,TMF,TMF,,D (2 daglige tømninger ugens 7 dage),D (2 daglige tømninger ugens 7 dage),Richard Møller,FALSE,,2018-08-27T13:58:40.729,FALSE,MULTIPOINT ((12.576860130477987 55.692392162918345))
affaldskurve_puma.7465,7465,IDrift,Bydækkende drift,,,,Nørrebro,Gader og pladser,Øvrig gade,Kvarteret ved Mimersgade,,12.2.3 Richard Müller T5,a591f7eb-3cae-4aa3-bedf-a907000222ee,021a7969-c0e2-4cc1-8fd5-0c793d1fbd5d,Manuel,TMF,TMF,,,,Richard Møller,FALSE,,2018-08-27T14:02:42.565,FALSE,MULTIPOINT ((12.547665907066094 55.69749108485499))
affaldskurve_puma.7467,7467,IDrift,Bydækkende drift,,,,Indre By,Gader og pladser,Grøn plads,Vester Søgade,,12.2.2 Københavnerkurv,5ec05775-cc06-4dd6-8208-0a6148437eeb,02602257-07db-46a7-81c0-c470f4428474,Manuel,TMF,TMF,,E (1 daglig tømning ugens 7 dage),E (1 daglig tømning ugens 7 dage),Københavnerkurven,FALSE,,2018-08-27T13:58:01.4,FALSE,MULTIPOINT ((12.559257077228624 55.67463700690812))
affaldskurve_puma.7468,7468,IDrift,Assistens Kirkegård,Assistens Kirkegård,3034,Assis_Assis_3034,Nørrebro,Kirkegårde,Kirkegårde,Assistens Kirkegård,Assistens Kirkegård,12.2.16 Dobbelt-bikab,ea02a1c4-ec19-4d4a-a823-d32cc5bc66ec,02e906b8-9259-418b-bbf7-47e697b47021,Manuel,TMF,TMF,,G (2 ugentlige hverdagstømninger),G (2 ugentlige hverdagstømninger),Dobbelt Bikab,FALSE,,2018-08-27T14:02:55.319,FALSE,MULTIPOINT ((12.54757952058946 55.69216772470909))
affaldskurve_puma.7469,7469,IDrift,Småparker Indre By_Christianshavn,Gråbrødretorv,296,Småpa_Gråbr_296,Indre By,Gader og pladser,Grøn plads,Gråbrødre Stræde,,12.2.2 Københavnerkurv,5ec05775-cc06-4dd6-8208-0a6148437eeb,031929dd-7ac5-4ea1-8e81-ac7008cf29e6,Manuel,TMF,TMF,,C (3 daglige tømninger ugens 7 dage),C (3 daglige tømninger ugens 7 dage),Københavnerkurven,FALSE,,2018-08-27T13:58:37.376,FALSE,MULTIPOINT ((12.57600818101782 55.67971194202782))
affaldskurve_puma.7470,7470,IDrift,Bydækkende drift,,,,Vesterbro-Kgs.Enghave,Småarealer,Rekreativt småareal,Karens Minde Aksen,,12.2.2 Københavnerkurv,5ec05775-cc06-4dd6-8208-0a6148437eeb,0373d279-a79b-4724-953a-bf9abb4986ab,Manuel,TMF,TMF,,,,Københavnerkurven,FALSE,,2018-08-27T13:58:10.785,FALSE,MULTIPOINT ((12.527960282248893 55.64993079520863))
affaldskurve_puma.7471,7471,IDrift,Småparker Brønshøj-Husum,Husumvænget,1949,Småpa_Husum_1949,Brønshøj-Husum (udl.),Parker,Klassisk park,Husum Vænge,,12.2.2 Københavnerkurv,5ec05775-cc06-4dd6-8208-0a6148437eeb,03b6940e-989c-47db-a3d5-599a5c935866,Manuel,Ekstern1,OKNygaard,,H (1 ugentlig hverdagstømning),F (4 ugentlige tømninger fordelt på 3 hverdage og 1 weekenddag),Københavnerkurven,FALSE,,2018-08-27T13:58:05.566,FALSE,MULTIPOINT ((12.473593597987161 55.706459940321956))
affaldskurve_puma.7472,7472,IDrift,Bydækkende drift,,,,Amager Øst,Gader og pladser,Øvrig gade,Kvarteret ved Amagerbro Torv,,12.2.2 Københavnerkurv,5ec05775-cc06-4dd6-8208-0a6148437eeb,03bb48d5-8fa8-4d77-87f6-51e35700c349,Manuel,TMF,TMF,,E (1 daglig tømning ugens 7 dage),E (1 daglig tømning ugens 7 dage),Københavnerkurven,FALSE,,2018-08-27T13:58:48.19,FALSE,MULTIPOINT ((12.613244507408844 55.6658486339098))
affaldskurve_puma.7473,7473,IDrift,Småparker Bispebjerg,Rørsangerv,334,Småpa_Rørsa_334,Bispebjerg,Parker,Lege- og aktivitetsområde,Rørsangervej/Nattergalevej,,12.2.2 Københavnerkurv,5ec05775-cc06-4dd6-8208-0a6148437eeb,03deaca3-f9ba-4209-bb10-3198d528f84a,Manuel,TMF,TMF,,E (1 daglig tømning ugens 7 dage),E (1 daglig tømning ugens 7 dage),Københavnerkurven,FALSE,,2018-08-27T14:01:37.99,FALSE,MULTIPOINT ((12.525133001236041 55.70150758294963))
affaldskurve_puma.7475,7475,IDrift,Bydækkende drift,,,,Amager Vest,Gader og pladser,Gade med grønt,Kvarteret ved Tingvej,,12.2.2 Københavnerkurv,5ec05775-cc06-4dd6-8208-0a6148437eeb,0426f029-4e9e-4d14-b9ef-1a5278e0e794,Manuel,TMF,TMF,,E (1 daglig tømning ugens 7 dage),E (1 daglig tømning ugens 7 dage),Københavnerkurven,FALSE,,2018-08-27T13:58:23.942,FALSE,MULTIPOINT ((12.600267567411414 55.66128626732882))
affaldskurve_puma.7478,7478,IDrift,Utterslev Mose,UtterslevMose_Orb,169,Utter_Utter_169,Bispebjerg,Parker,Lege- og aktivitetsområde,Utterslev Mose, Boldklubben Stefan,12.2.2 Københavnerkurv,5ec05775-cc06-4dd6-8208-0a6148437eeb,04b70519-ec5c-4495-a712-24eb741eec1d,Manuel,KFF,KFF,,,,Københavnerkurven,FALSE,,2020-05-14T07:51:41.425,FALSE,MULTIPOINT ((12.516165342491938 55.713078633597924))
affaldskurve_puma.7479,7479,IDrift,Bydækkende drift,,,,Bispebjerg,Gader og pladser,Øvrig gade,Gade i Bispebjerg,,12.2.3 Richard Müller T5,a591f7eb-3cae-4aa3-bedf-a907000222ee,04bd7be6-3b9c-4156-a2bc-8b8227a8f19d,Manuel,TMF,TMF,,,,Richard Møller,TRUE,,2018-08-27T13:58:46.575,FALSE,MULTIPOINT ((12.550509868024731 55.71956758791754))
affaldskurve_puma.7480,7480,IDrift,Bydækkende drift,,,,Indre By,Småarealer,Rekreativt småareal,Nyropsgade,,12.2.3 Richard Müller T5,a591f7eb-3cae-4aa3-bedf-a907000222ee,04d6db4c-77c0-4c5a-b932-2f18167fe9ed,Manuel,TMF,TMF,,E (1 daglig tømning ugens 7 dage),E (1 daglig tømning ugens 7 dage),Richard Møller,FALSE,,2018-08-27T14:01:42.679,FALSE,MULTIPOINT ((12.5609663764809 55.677872860456894))
affaldskurve_puma.7482,7482,IDrift,Bydækkende drift,,,,Indre By,Gader og pladser,Øvrig gade,Gade i Indre By,,12.2.3 Richard Müller T5,a591f7eb-3cae-4aa3-bedf-a907000222ee,0524f732-5067-4381-b521-2d1c60efc5f1,Manuel,TMF,TMF,,D (2 daglige tømninger ugens 7 dage),E (1 daglig tømning ugens 7 dage),Richard Møller,FALSE,,2018-08-27T13:59:28.92,FALSE,MULTIPOINT ((12.580986091711893 55.69238778235996))
affaldskurve_puma.7484,7484,IDrift,Bydækkende drift,,,,Østerbro,Gader og pladser,Øvrig gade,Kvarteret ved Nordhavn,,12.2.2 Københavnerkurv,5ec05775-cc06-4dd6-8208-0a6148437eeb,0573e3e4-7837-4d82-b608-651d185a7d1c,Manuel,TMF,TMF,,E (1 daglig tømning ugens 7 dage),E (1 daglig tømning ugens 7 dage),Københavnerkurven,FALSE,,2018-08-27T14:02:12.583,FALSE,MULTIPOINT ((12.595013087143512 55.69863097636068))
affaldskurve_puma.7485,7485,IDrift,Ørstedsparken,Ørstedsparken,144,Ørste_Ørste_144,Indre By,Parker,Klassisk park,Ørstedsparken,,12.2.3 Richard Müller T5,a591f7eb-3cae-4aa3-bedf-a907000222ee,05a85cb2-e709-4e98-915a-4321801bdaf8,Manuel,TMF,TMF,,E (1 daglig tømning ugens 7 dage),E (1 daglig tømning ugens 7 dage),Richard Møller,FALSE,,2019-12-18T09:06:33.722,FALSE,MULTIPOINT ((12.56674936456642 55.680108616394755))
affaldskurve_puma.7487,7487,IDrift,Bydækkende drift,,,,Vesterbro-Kgs.Enghave (udl.),Gader og pladser,Gade med grønt,Gade på Vesterbro,,12.2.2 Københavnerkurv,5ec05775-cc06-4dd6-8208-0a6148437eeb,064af2a3-b0e2-4b99-ad5e-a0276deed975,Manuel,Ekstern2,Terranor,,F (4 ugentlige tømninger fordelt på 3 hverdage og 1 weekenddag),F (4 ugentlige tømninger fordelt på 3 hverdage og 1 weekenddag),Københavnerkurven,FALSE,,2019-12-18T03:41:33.819,FALSE,MULTIPOINT ((12.547452132750044 55.669644651967744))
affaldskurve_puma.7488,7488,IDrift,Amorparken_Fredens Park,Amorparken,280,Amorp_Amorp_280,Østerbro,Parker,Klassisk park,Amorparken,,12.2.11 Kampvognskurv,dcf57fee-2e63-49d5-a81a-898480cf3f02,066cfce2-191c-441b-a8bb-d2553c4b1c7c,Maskinel,TMF,TMF,,G (2 ugentlige hverdagstømninger),D (2 daglige tømninger ugens 7 dage),Kampvogn i udenlandsk design,FALSE,,2018-08-27T14:02:09.581,FALSE,MULTIPOINT ((12.566426539297327 55.69456092890424))
affaldskurve_puma.7490,7490,IDrift,Valbyparken,Valbyparken,2370,Valby_Valby_2370,Valby,Haver,Haveanlæg,Valbyparken,Rosenhaven,12.2.2 Københavnerkurv,5ec05775-cc06-4dd6-8208-0a6148437eeb,075e7952-ee5c-433b-ab9b-5e4f0dff6275,Manuel,TMF,TMF,,,,Københavnerkurven,FALSE,,2018-08-27T13:58:29.347,FALSE,MULTIPOINT ((12.518156069881222 55.64058406021336))
affaldskurve_puma.7491,7491,IDrift,Bydækkende drift,,,,Vesterbro-Kgs.Enghave (udl.),Gader og pladser,Øvrig plads,Yrsa Plads,,12.2.2 Københavnerkurv,5ec05775-cc06-4dd6-8208-0a6148437eeb,07a904a1-777f-41fc-a76a-e000101bc895,Manuel,Ekstern2,Terranor,,F (4 ugentlige tømninger fordelt på 3 hverdage og 1 weekenddag),F (4 ugentlige tømninger fordelt på 3 hverdage og 1 weekenddag),Københavnerkurven,FALSE,,2018-08-27T13:58:03.236,FALSE,MULTIPOINT ((12.558067632353957 55.66530818121723))
affaldskurve_puma.7492,7492,IDrift,Bydækkende drift,,,,Indre By,Gader og pladser,Øvrig gade,Gade i Indre By,,12.2.2 Københavnerkurv,5ec05775-cc06-4dd6-8208-0a6148437eeb,081bd080-bb0d-45c6-b183-8ec997e3f1b5,Manuel,TMF,TMF,,E (1 daglig tømning ugens 7 dage),E (1 daglig tømning ugens 7 dage),Københavnerkurven,FALSE,,2018-08-27T13:58:13.682,FALSE,MULTIPOINT ((12.575061970370125 55.673219179331305))
affaldskurve_puma.7493,7493,IDrift,Bispebjerg Kirkegård,Bispebjerg Kirkegård Nord,3462,Bispe_Bispe_3462,Bispebjerg,Kirkegårde,Kirkegårde,Bispebjerg Kirkegård,Bispebjerg Kirkegård,12.2.16 Dobbelt-bikab,ea02a1c4-ec19-4d4a-a823-d32cc5bc66ec,0836a885-8288-444f-be98-bebb334dbb51,Manuel,TMF,TMF,,H (1 ugentlig hverdagstømning),H (1 ugentlig hverdagstømning),Dobbelt Bikab,FALSE,,2018-08-27T14:00:08.398,FALSE,MULTIPOINT ((12.528087445690595 55.71736853246356))
affaldskurve_puma.7494,7494,IDrift,Brønshøj Kirkegård,Brønshøj kirkegård,3036,Brøns_Brøns_3036,Brønshøj-Husum (udl.),Kirkegårde,Kirkegårde,Brønshøj Kirkegård,Brønshøj Kirkegård,12.2.14 firkantet trækurv,1e54b13e-cfea-4028-af99-a53cda4975a2,08ab1134-9103-4478-bff5-d88d4630779b,Manuel,Ekstern,OKNygaard ,,G (2 ugentlige hverdagstømninger),G (2 ugentlige hverdagstømninger),Firkantet Træ-kurv,FALSE,Kompostkasser på Brønshøj Kirkegård,2018-08-27T13:58:46.837,FALSE,MULTIPOINT ((12.501590859430857 55.70575610989564))
affaldskurve_puma.7495,7495,IDrift,Bydækkende drift,,,,Vesterbro-Kgs.Enghave (udl.),Gader og pladser,Øvrig gade,Vesterbrogade,,12.2.3 Richard Müller T5,a591f7eb-3cae-4aa3-bedf-a907000222ee,09428b4f-e5ed-4475-b706-5ca18945b706,Manuel,Ekstern2,Terranor,,F (4 ugentlige tømninger fordelt på 3 hverdage og 1 weekenddag),E (1 daglig tømning ugens 7 dage),Richard Møller,FALSE,,2018-08-27T13:58:36.355,FALSE,MULTIPOINT ((12.55176240045765 55.6726077795976))
affaldskurve_puma.7496,7496,IDrift,Bispebjerg Kirkegård,Bispebjerg Kirkegård Nord,3462,Bispe_Bispe_3462,Bispebjerg,Kirkegårde,Kirkegårde,Bispebjerg Kirkegård,Bispebjerg Kirkegård,12.2.16 Dobbelt-bikab,ea02a1c4-ec19-4d4a-a823-d32cc5bc66ec,095af223-ae25-446b-9532-57735b4052da,Manuel,TMF,TMF,,H (1 ugentlig hverdagstømning),H (1 ugentlig hverdagstømning),Dobbelt Bikab,FALSE,,2018-08-27T14:00:10.246,FALSE,MULTIPOINT ((12.524963302057134 55.71487278906477))
affaldskurve_puma.7497,7497,IDrift,Bellahøjparken,Bellahøjparken,285,Bella_Bella_285,Brønshøj-Husum (udl.),Parker,Klassisk park,Bellahøjparken,,12.2.2 Københavnerkurv,5ec05775-cc06-4dd6-8208-0a6148437eeb,09983bdd-41c0-4cf1-a6f7-ae982e13b3be,Manuel,Ekstern1,OKNygaard,,H (1 ugentlig hverdagstømning),F (4 ugentlige tømninger fordelt på 3 hverdage og 1 weekenddag),Københavnerkurven,FALSE,,2018-08-27T13:58:25.045,FALSE,MULTIPOINT ((12.50872182908718 55.702099013419435))
affaldskurve_puma.7498,7498,IDrift,Rådhushaven_Rådhusgården,Rådhushaven,173,Rådhu_Rådhu_173,Indre By,Haver,Prydanlæg,Rådhushaven,,12.2.2 Københavnerkurv,5ec05775-cc06-4dd6-8208-0a6148437eeb,0a166c5e-d4f0-4279-a701-0c5dd56e386d,Manuel,TMF,TMF,,C (3 daglige tømninger ugens 7 dage),C (3 daglige tømninger ugens 7 dage),Københavnerkurven,FALSE,,2018-08-27T13:58:52.869,FALSE,MULTIPOINT ((12.570155313437994 55.674832273540595))
affaldskurve_puma.7499,7499,IDrift,Bydækkende drift,,,,Indre By,Gader og pladser,Øvrig gade,Gade i Indre By,,12.2.6 Pariserkurv,69882c55-185c-45d9-a785-f7839e1da8dd,0a1e93b4-1d6f-4aff-9552-46754d98a7f8,Manuel,TMF,TMF,,B (4 daglige tømninger ugens 7 dage),B (4 daglige tømninger ugens 7 dage),Pariserkurv,FALSE,,2018-08-27T13:58:56.145,FALSE,MULTIPOINT ((12.578199882199183 55.68061292471693))
affaldskurve_puma.7500,7500,IDrift,Bispebjerg Kirkegård,Bispebjerg Kirkegård,3033,Bispe_Bispe_3033,Bispebjerg,Kirkegårde,Kirkegårde,Bispebjerg Kirkegård,Bispebjerg Kirkegård,12.2.15 Bikab,fe57737a-be39-47b4-868b-6932f2b8e3ce,0a3c4042-0a36-4f42-8c11-5f5fe7ad93bb,Manuel,TMF,TMF,,H (1 ugentlig hverdagstømning),H (1 ugentlig hverdagstømning),Bikab,FALSE,,2018-08-27T14:01:21.094,FALSE,MULTIPOINT ((12.524253365585446 55.7130834823895))
affaldskurve_puma.7501,7501,IDrift,Bydækkende drift,,,,Vesterbro-Kgs.Enghave (udl.),Gader og pladser,Gade med grønt,Enghavevej,,12.2.3 Richard Müller T5,a591f7eb-3cae-4aa3-bedf-a907000222ee,0a3ac424-1ea0-4cd4-949d-b697426357f2,Manuel,Ekstern2,Terranor,,F (4 ugentlige tømninger fordelt på 3 hverdage og 1 weekenddag),F (4 ugentlige tømninger fordelt på 3 hverdage og 1 weekenddag),Richard Møller,FALSE,,2018-08-27T14:00:03.809,FALSE,MULTIPOINT ((12.542906793457359 55.66493321667357))
affaldskurve_puma.7503,7503,IDrift,Kastellet_Langelinie,Kastellet_Langelinie_Gl_GGO,184,Kaste_Kaste_184,Indre By,Parker,Urban park,Langelinieanlægget,,12.2.2 Københavnerkurv,5ec05775-cc06-4dd6-8208-0a6148437eeb,0aa4b21c-07fb-464c-9f0a-de5a0fd27e02,Manuel,TMF,TMF,,,,Københavnerkurven,FALSE,,2018-08-27T13:58:02.387,TRUE,MULTIPOINT ((12.599826472327042 55.693387265561554))
affaldskurve_puma.7504,7504,IDrift,Bydækkende drift,,,,Vesterbro-Kgs.Enghave (udl.),Gader og pladser,Øvrig gade,Istedgade,,12.2.2 Københavnerkurv,5ec05775-cc06-4dd6-8208-0a6148437eeb,0aa9aecc-5bb7-41eb-a908-8b3eb09da8ee,Manuel,Ekstern2,Terranor,,F (4 ugentlige tømninger fordelt på 3 hverdage og 1 weekenddag),E (1 daglig tømning ugens 7 dage),Københavnerkurven,FALSE,,2018-08-27T13:58:41.47,FALSE,MULTIPOINT ((12.553859981349284 55.66938457895397))
affaldskurve_puma.7505,7505,IDrift,Sundbyøster Plads,Sundbyøster Plads,911,Sundb_Sundb_911,Amager Øst,Parker,Lege- og aktivitetsområde,Sundbyøster Plads,Legeplads,12.2.2 Københavnerkurv,5ec05775-cc06-4dd6-8208-0a6148437eeb,0ad05569-c8cc-466a-aa8e-57aae39eb922,Manuel,TMF,TMF,,,,Københavnerkurven,FALSE,,2018-08-27T13:59:26.818,FALSE,MULTIPOINT ((12.612448995215304 55.65126720812907))
affaldskurve_puma.7506,7506,IDrift,Bydækkende drift,,,,Brønshøj-Husum (udl.),Gader og pladser,Gade med grønt,Gade i Brønshøj-Husum,,12.2.2 Københavnerkurv,5ec05775-cc06-4dd6-8208-0a6148437eeb,0b32eba5-678a-4700-826d-81d3217c0290,Manuel,Ekstern2,Terranor,,G (2 ugentlige hverdagstømninger),G (2 ugentlige hverdagstømninger),Københavnerkurven,FALSE,,2018-08-27T13:57:42.149,FALSE,MULTIPOINT ((12.480872784283703 55.721293430051986))
affaldskurve_puma.7508,7508,IDrift,Bispebjerg Kirkegård,Bispebjerg Kirkegård Nord,3462,Bispe_Bispe_3462,Bispebjerg,Kirkegårde,Kirkegårde,Bispebjerg Kirkegård,Bispebjerg Kirkegård,12.2.16 Dobbelt-bikab,ea02a1c4-ec19-4d4a-a823-d32cc5bc66ec,0b90eb36-ec7d-4dc2-b147-4c94697de7d0,Manuel,TMF,TMF,,H (1 ugentlig hverdagstømning),H (1 ugentlig hverdagstømning),Dobbelt Bikab,FALSE,,2020-02-05T09:55:34.554,FALSE,MULTIPOINT ((12.529284795994913 55.71630271306694))
affaldskurve_puma.7509,7509,IDrift,Vestre Kirkegård,Vestre Kirkegård,3035,Vestr_Vestr_3035,Vesterbro-Kgs.Enghave,Kirkegårde,Kirkegårde,Vestre Kirkegård,,12.2.15 Bikab,fe57737a-be39-47b4-868b-6932f2b8e3ce,0bc90262-71c6-4290-997f-eedf56d0bc11,Manuel,TMF,TMF,,G (2 ugentlige hverdagstømninger),G (2 ugentlige hverdagstømninger),Bikab,FALSE,,2021-05-14T05:23:08.782,FALSE,MULTIPOINT ((12.529017595027714 55.661446761615565))
affaldskurve_puma.7510,7510,IDrift,Bydækkende drift,,,,Indre By,Gader og pladser,Øvrig gade,Gade i Indre By,,12.2.6 Pariserkurv,69882c55-185c-45d9-a785-f7839e1da8dd,0bdd4e04-62cb-4d5a-b5cf-257122ab2c9e,Manuel,TMF,TMF,,B (4 daglige tømninger ugens 7 dage),B (4 daglige tømninger ugens 7 dage),Pariserkurv,FALSE,,2018-08-27T13:59:36.69,FALSE,MULTIPOINT ((12.575895746773877 55.68128687443748))
affaldskurve_puma.7511,7511,IDrift,Bispebjerg Kirkegård,Bispebjerg Kirkegård Nord,3462,Bispe_Bispe_3462,Bispebjerg,Kirkegårde,Kirkegårde,Bispebjerg Kirkegård,Bispebjerg Kirkegård,12.2.16 Dobbelt-bikab,ea02a1c4-ec19-4d4a-a823-d32cc5bc66ec,0c298ef4-f223-43e7-bf6d-0cc35913c394,Manuel,TMF,TMF,,H (1 ugentlig hverdagstømning),H (1 ugentlig hverdagstømning),Dobbelt Bikab,FALSE,,2018-08-27T14:01:57.943,FALSE,MULTIPOINT ((12.525795702677808 55.71632157172221))
affaldskurve_puma.7513,7513,IDrift,Utterslev Mose,UtterslevMose_Orb,169,Utter_Utter_169,Brønshøj-Husum (udl.),Natur,Naturområde,Utterslev Mose,,12.2.10 Tremmekurv,b6bcc5ac-df96-4ded-b556-5fef55f344ab,0d05347b-1f7a-44e0-94c8-99511ea1546f,Manuel,Ekstern1,OKNygaard,,G (2 ugentlige hverdagstømninger),H (1 ugentlig hverdagstømning),Tremmekurv,FALSE,,2018-08-27T14:00:40.707,FALSE,MULTIPOINT ((12.498139773821336 55.712953636572415))
affaldskurve_puma.7514,7514,IDrift,Bydækkende drift,,,,Amager Øst,Gader og pladser,Øvrig gade,Vermlandsgade,,12.2.3 Richard Müller T5,a591f7eb-3cae-4aa3-bedf-a907000222ee,0d0be1e1-4b4d-423e-8b24-3e10b39a8aa5,Manuel,TMF,TMF,,E (1 daglig tømning ugens 7 dage),E (1 daglig tømning ugens 7 dage),Richard Møller,FALSE,,2018-08-27T13:58:42.675,FALSE,MULTIPOINT ((12.597334520375059 55.66878209600436))
affaldskurve_puma.7515,7515,IDrift,Bydækkende drift,,,,Indre By,Småarealer,Rekreativt småareal,Sølvgade,,12.2.2 Københavnerkurv,5ec05775-cc06-4dd6-8208-0a6148437eeb,0d304d02-31a8-4194-a901-7997f707448b,Manuel,TMF,TMF,,D (2 daglige tømninger ugens 7 dage),D (2 daglige tømninger ugens 7 dage),Københavnerkurven,FALSE,,2018-08-27T13:57:39.306,TRUE,MULTIPOINT ((12.574951052704629 55.689542903529635))
affaldskurve_puma.7516,7516,IDrift,Assistens Kirkegård,Assistens Kirkegård,3034,Assis_Assis_3034,Nørrebro,Kirkegårde,Kirkegårde,Assistens Kirkegård,Assistens Kirkegård,12.2.16 Dobbelt-bikab,ea02a1c4-ec19-4d4a-a823-d32cc5bc66ec,0d4a2bbf-35f3-4158-9ddb-29c402d19870,Manuel,TMF,TMF,,G (2 ugentlige hverdagstømninger),G (2 ugentlige hverdagstømninger),Dobbelt Bikab,FALSE,,2018-08-27T14:02:53.298,FALSE,MULTIPOINT ((12.549790257868281 55.69338911742854))
affaldskurve_puma.7517,7517,IDrift,Bydækkende drift,,,,Amager Vest,Gader og pladser,Gade med grønt,Peder Lykkes Vej,,12.2.3 Richard Müller T5,a591f7eb-3cae-4aa3-bedf-a907000222ee,0d568272-7949-47f6-8683-8702e1ac814d,Manuel,TMF,TMF,,E (1 daglig tømning ugens 7 dage),E (1 daglig tømning ugens 7 dage),Richard Møller,FALSE,,2018-08-27T13:59:17.634,FALSE,MULTIPOINT ((12.599869172792333 55.65457305502005))
affaldskurve_puma.7518,7518,IDrift,Bydækkende drift,,,,Vesterbro-Kgs.Enghave (udl.),Gader og pladser,Gade med grønt,Gade på Vesterbro,,12.2.2 Københavnerkurv,5ec05775-cc06-4dd6-8208-0a6148437eeb,0d8994f5-337c-4488-8d94-6675b0df2f04,Manuel,Ekstern2,Terranor,,F (4 ugentlige tømninger fordelt på 3 hverdage og 1 weekenddag),E (1 daglig tømning ugens 7 dage),Københavnerkurven,FALSE,,2018-08-27T14:00:28.712,FALSE,MULTIPOINT ((12.563168917002082 55.67275965558649))
affaldskurve_puma.7519,7519,IDrift,Bydækkende drift,,,,Brønshøj-Husum (udl.),Gader og pladser,Gade med grønt,Frederikssundsvej,,12.2.2 Københavnerkurv,5ec05775-cc06-4dd6-8208-0a6148437eeb,0d98c0e5-52ce-44f6-afc5-2e2ed07bfb06,Manuel,Ekstern2,Terranor,,F (4 ugentlige tømninger fordelt på 3 hverdage og 1 weekenddag),F (4 ugentlige tømninger fordelt på 3 hverdage og 1 weekenddag),Københavnerkurven,FALSE,,2018-08-27T13:59:11.171,FALSE,MULTIPOINT ((12.509841981210446 55.705789051992426))
affaldskurve_puma.7520,7520,IDrift,Bydækkende drift,,,,Vesterbro-Kgs.Enghave (udl.),Gader og pladser,Gade med grønt,Gade på Vesterbro,,12.2.3 Richard Müller T5,a591f7eb-3cae-4aa3-bedf-a907000222ee,0e7124bb-3f80-4709-9368-2ff391338650,Manuel,Ekstern2,Terranor,,F (4 ugentlige tømninger fordelt på 3 hverdage og 1 weekenddag),F (4 ugentlige tømninger fordelt på 3 hverdage og 1 weekenddag),Richard Møller,FALSE,,2018-08-27T13:58:05.924,FALSE,MULTIPOINT ((12.543612744258763 55.66780843451732))
affaldskurve_puma.7521,7521,IDrift,Ørstedsparken,Ørstedsparken,144,Ørste_Ørste_144,Indre By,Parker,Klassisk park,Ørstedsparken,,12.2.2 Københavnerkurv,5ec05775-cc06-4dd6-8208-0a6148437eeb,0ecaeb79-db85-4097-a059-899fa7ee43c1,Manuel,TMF,TMF,,E (1 daglig tømning ugens 7 dage),E (1 daglig tømning ugens 7 dage),Københavnerkurven,FALSE,,2018-08-27T13:58:32.494,FALSE,MULTIPOINT ((12.565237993990445 55.68149730580812))
affaldskurve_puma.7522,7522,IDrift,Ørstedsparken,Ørstedsparken,144,Ørste_Ørste_144,Indre By,Parker,Klassisk park,Ørstedsparken,,12.2.3 Richard Müller T5,a591f7eb-3cae-4aa3-bedf-a907000222ee,0eda5ea4-af04-4c74-bb5d-1f1fb750b798,Manuel,TMF,TMF,,E (1 daglig tømning ugens 7 dage),E (1 daglig tømning ugens 7 dage),Richard Møller,FALSE,,2018-08-27T14:00:10.906,FALSE,MULTIPOINT ((12.565124465009864 55.6801798741559))
affaldskurve_puma.7543,7543,IDrift,Ørstedsparken,Ørstedsparken,144,Ørste_Ørste_144,Indre By,Parker,Lege- og aktivitetsområde,Ørstedsparken,Legeplads ,12.2.3 Richard Müller T5,a591f7eb-3cae-4aa3-bedf-a907000222ee,1be12995-276b-4025-b3d0-0cd26e6a5747,Manuel,TMF,TMF,,,,Richard Møller,FALSE,,2018-08-27T14:02:24.321,FALSE,MULTIPOINT ((12.564388449367705 55.680393294159856))
affaldskurve_puma.7523,7523,IDrift,Småparker Brønshøj-Husum,Gislingevej-Grevingevej,560,Småpa_Gisli_560,Brønshøj-Husum (udl.),Parker,Lege- og aktivitetsområde,Gislingevej ,,12.2.10 Tremmekurv,b6bcc5ac-df96-4ded-b556-5fef55f344ab,0f4e93e8-f150-43d4-a31e-3b841648fab4,Manuel,Ekstern1,OKNygaard,,H (1 ugentlig hverdagstømning),F (4 ugentlige tømninger fordelt på 3 hverdage og 1 weekenddag),Tremmekurv,FALSE,,2018-08-27T13:57:42.889,FALSE,MULTIPOINT ((12.469246011814281 55.7080247898173))
